uid,gics_sector,country,type_of_target,year,scope1_tonnes,scope2_tonnes,targeted_emissions,scenario,growth_rate,interpolation_method
C013,Financials,UK,Scope 2,2044,29590000,8623440,8623440,low,0.0,linear
C013,Financials,UK,Scope 2,2045,29590000,8425200,8425200,low,0.0,linear
C013,Financials,UK,Scope 2,2046,29590000,8226960,8226960,low,0.0,linear
C013,Financials,UK,Scope 2,2047,29590000,8028720,8028720,low,0.0,linear
C013,Financials,UK,Scope 2,2048,29590000,7830480,7830480,low,0.0,linear
C013,Financials,UK,Scope 2,2049,29590000,7632240,7632240,low,0.0,linear
C013,Financials,UK,Scope 2,2050,29590000,7434000,7434000,low,0.0,linear
C013,Financials,UK,Scope 2,2025,29590000,12390000,12390000,med,0.01,linear
C013,Financials,UK,Scope 2,2026,29590000,12191760,12191760,med,0.01,linear
C013,Financials,UK,Scope 2,2027,29590000,11993520,11993520,med,0.01,linear
C013,Financials,UK,Scope 2,2028,29590000,11795280,11795280,med,0.01,linear
C013,Financials,UK,Scope 2,2029,29590000,11597040,11597040,med,0.01,linear
C013,Financials,UK,Scope 2,2030,29590000,11398800,11398800,med,0.01,linear
C013,Financials,UK,Scope 2,2031,29590000,11200560,11200560,med,0.01,linear
C013,Financials,UK,Scope 2,2032,29590000,11002320,11002320,med,0.01,linear
C013,Financials,UK,Scope 2,2033,29590000,10804080,10804080,med,0.01,linear
C013,Financials,UK,Scope 2,2034,29590000,10605840,10605840,med,0.01,linear
C013,Financials,UK,Scope 2,2035,29590000,10407600,10407600,med,0.01,linear
C013,Financials,UK,Scope 2,2036,29590000,10209360,10209360,med,0.01,linear
C013,Financials,UK,Scope 2,2037,29590000,10011120,10011120,med,0.01,linear
C013,Financials,UK,Scope 2,2038,29590000,9812880,9812880,med,0.01,linear
C013,Financials,UK,Scope 2,2039,29590000,9614640,9614640,med,0.01,linear
C013,Financials,UK,Scope 2,2040,29590000,9416400,9416400,med,0.01,linear
C013,Financials,UK,Scope 2,2041,29590000,9218160,9218160,med,0.01,linear
C013,Financials,UK,Scope 2,2042,29590000,9019920,9019920,med,0.01,linear
C013,Financials,UK,Scope 2,2043,29590000,8821680,8821680,med,0.01,linear
C013,Financials,UK,Scope 2,2044,29590000,8623440,8623440,med,0.01,linear
C013,Financials,UK,Scope 2,2045,29590000,8425200,8425200,med,0.01,linear
C013,Financials,UK,Scope 2,2046,29590000,8226960,8226960,med,0.01,linear
C013,Financials,UK,Scope 2,2047,29590000,8028720,8028720,med,0.01,linear
C013,Financials,UK,Scope 2,2048,29590000,7830480,7830480,med,0.01,linear
C013,Financials,UK,Scope 2,2049,29590000,7632240,7632240,med,0.01,linear
C013,Financials,UK,Scope 2,2050,29590000,7434000,7434000,med,0.01,linear
C013,Financials,UK,Scope 2,2025,29590000,12390000,12390000,high,0.02,linear
C013,Financials,UK,Scope 2,2026,29590000,12191760,12191760,high,0.02,linear
C013,Financials,UK,Scope 2,2027,29590000,11993520,11993520,high,0.02,linear
C013,Financials,UK,Scope 2,2028,29590000,11795280,11795280,high,0.02,linear
C013,Financials,UK,Scope 2,2029,29590000,11597040,11597040,high,0.02,linear
C013,Financials,UK,Scope 2,2030,29590000,11398800,11398800,high,0.02,linear
C013,Financials,UK,Scope 2,2031,29590000,11200560,11200560,high,0.02,linear
C013,Financials,UK,Scope 2,2032,29590000,11002320,11002320,high,0.02,linear
C013,Financials,UK,Scope 2,2033,29590000,10804080,10804080,high,0.02,linear
C013,Financials,UK,Scope 2,2034,29590000,10605840,10605840,high,0.02,linear
C013,Financials,UK,Scope 2,2035,29590000,10407600,10407600,high,0.02,linear
C013,Financials,UK,Scope 2,2036,29590000,10209360,10209360,high,0.02,linear
C013,Financials,UK,Scope 2,2037,29590000,10011120,10011120,high,0.02,linear
C013,Financials,UK,Scope 2,2038,29590000,9812880,9812880,high,0.02,linear
C013,Financials,UK,Scope 2,2039,29590000,9614640,9614640,high,0.02,linear
C013,Financials,UK,Scope 2,2040,29590000,9416400,9416400,high,0.02,linear
C013,Financials,UK,Scope 2,2041,29590000,9218160,9218160,high,0.02,linear
C013,Financials,UK,Scope 2,2042,29590000,9019920,9019920,high,0.02,linear
C013,Financials,UK,Scope 2,2043,29590000,8821680,8821680,high,0.02,linear
C013,Financials,UK,Scope 2,2044,29590000,8623440,8623440,high,0.02,linear
C013,Financials,UK,Scope 2,2045,29590000,8425200,8425200,high,0.02,linear
C013,Financials,UK,Scope 2,2046,29590000,8226960,8226960,high,0.02,linear
C013,Financials,UK,Scope 2,2047,29590000,8028720,8028720,high,0.02,linear
C013,Financials,UK,Scope 2,2048,29590000,7830480,7830480,high,0.02,linear
C013,Financials,UK,Scope 2,2049,29590000,7632240,7632240,high,0.02,linear
C013,Financials,UK,Scope 2,2050,29590000,7434000,7434000,high,0.02,linear
C014,IT,USA,Scope 2,2025,27760000,19420000,19420000,low,0.0,linear
C014,IT,USA,Scope 2,2026,27760000,19149674,19149674,low,0.0,linear
C014,IT,USA,Scope 2,2027,27760000,18879347,18879347,low,0.0,linear
C014,IT,USA,Scope 2,2028,27760000,18609021,18609021,low,0.0,linear
C014,IT,USA,Scope 2,2029,27760000,18338694,18338694,low,0.0,linear
C014,IT,USA,Scope 2,2030,27760000,18068368,18068368,low,0.0,linear
C014,IT,USA,Scope 2,2031,27760000,17798042,17798042,low,0.0,linear
C014,IT,USA,Scope 2,2032,27760000,17527715,17527715,low,0.0,linear
C014,IT,USA,Scope 2,2033,27760000,17257389,17257389,low,0.0,linear
C014,IT,USA,Scope 2,2034,27760000,16987062,16987062,low,0.0,linear
C014,IT,USA,Scope 2,2035,27760000,16716736,16716736,low,0.0,linear
C014,IT,USA,Scope 2,2036,27760000,16446410,16446410,low,0.0,linear
C014,IT,USA,Scope 2,2037,27760000,16176083,16176083,low,0.0,linear
C014,IT,USA,Scope 2,2038,27760000,15905757,15905757,low,0.0,linear
C014,IT,USA,Scope 2,2039,27760000,15635430,15635430,low,0.0,linear
C014,IT,USA,Scope 2,2040,27760000,15365104,15365104,low,0.0,linear
C014,IT,USA,Scope 2,2041,27760000,15094778,15094778,low,0.0,linear
C014,IT,USA,Scope 2,2042,27760000,14824451,14824451,low,0.0,linear
C014,IT,USA,Scope 2,2043,27760000,14554125,14554125,low,0.0,linear
C014,IT,USA,Scope 2,2044,27760000,14283798,14283798,low,0.0,linear
C014,IT,USA,Scope 2,2045,27760000,14013472,14013472,low,0.0,linear
C014,IT,USA,Scope 2,2046,27760000,13743146,13743146,low,0.0,linear
C014,IT,USA,Scope 2,2047,27760000,13472819,13472819,low,0.0,linear
C014,IT,USA,Scope 2,2048,27760000,13202493,13202493,low,0.0,linear
C014,IT,USA,Scope 2,2049,27760000,12932166,12932166,low,0.0,linear
C014,IT,USA,Scope 2,2050,27760000,12661840,12661840,low,0.0,linear
C014,IT,USA,Scope 2,2025,27760000,19420000,19420000,med,0.01,linear
C014,IT,USA,Scope 2,2026,27760000,19149674,19149674,med,0.01,linear
C014,IT,USA,Scope 2,2027,27760000,18879347,18879347,med,0.01,linear
C014,IT,USA,Scope 2,2028,27760000,18609021,18609021,med,0.01,linear
C014,IT,USA,Scope 2,2029,27760000,18338694,18338694,med,0.01,linear
C014,IT,USA,Scope 2,2030,27760000,18068368,18068368,med,0.01,linear
C014,IT,USA,Scope 2,2031,27760000,17798042,17798042,med,0.01,linear
C014,IT,USA,Scope 2,2032,27760000,17527715,17527715,med,0.01,linear
C014,IT,USA,Scope 2,2033,27760000,17257389,17257389,med,0.01,linear
C014,IT,USA,Scope 2,2034,27760000,16987062,16987062,med,0.01,linear
C014,IT,USA,Scope 2,2035,27760000,16716736,16716736,med,0.01,linear
C014,IT,USA,Scope 2,2036,27760000,16446410,16446410,med,0.01,linear
C014,IT,USA,Scope 2,2037,27760000,16176083,16176083,med,0.01,linear
C014,IT,USA,Scope 2,2038,27760000,15905757,15905757,med,0.01,linear
C014,IT,USA,Scope 2,2039,27760000,15635430,15635430,med,0.01,linear
C014,IT,USA,Scope 2,2040,27760000,15365104,15365104,med,0.01,linear
C014,IT,USA,Scope 2,2041,27760000,15094778,15094778,med,0.01,linear
C014,IT,USA,Scope 2,2042,27760000,14824451,14824451,med,0.01,linear
C014,IT,USA,Scope 2,2043,27760000,14554125,14554125,med,0.01,linear
C014,IT,USA,Scope 2,2044,27760000,14283798,14283798,med,0.01,linear
C014,IT,USA,Scope 2,2045,27760000,14013472,14013472,med,0.01,linear
C014,IT,USA,Scope 2,2046,27760000,13743146,13743146,med,0.01,linear
C014,IT,USA,Scope 2,2047,27760000,13472819,13472819,med,0.01,linear
C014,IT,USA,Scope 2,2048,27760000,13202493,13202493,med,0.01,linear
C014,IT,USA,Scope 2,2049,27760000,12932166,12932166,med,0.01,linear
C014,IT,USA,Scope 2,2050,27760000,12661840,12661840,med,0.01,linear
C014,IT,USA,Scope 2,2025,27760000,19420000,19420000,high,0.02,linear
C014,IT,USA,Scope 2,2026,27760000,19149674,19149674,high,0.02,linear
C014,IT,USA,Scope 2,2027,27760000,18879347,18879347,high,0.02,linear
C014,IT,USA,Scope 2,2028,27760000,18609021,18609021,high,0.02,linear
C014,IT,USA,Scope 2,2029,27760000,18338694,18338694,high,0.02,linear
C014,IT,USA,Scope 2,2030,27760000,18068368,18068368,high,0.02,linear
C014,IT,USA,Scope 2,2031,27760000,17798042,17798042,high,0.02,linear
C014,IT,USA,Scope 2,2032,27760000,17527715,17527715,high,0.02,linear
C014,IT,USA,Scope 2,2033,27760000,17257389,17257389,high,0.02,linear
C014,IT,USA,Scope 2,2034,27760000,16987062,16987062,high,0.02,linear
C014,IT,USA,Scope 2,2035,27760000,16716736,16716736,high,0.02,linear
C014,IT,USA,Scope 2,2036,27760000,16446410,16446410,high,0.02,linear
C014,IT,USA,Scope 2,2037,27760000,16176083,16176083,high,0.02,linear
C014,IT,USA,Scope 2,2038,27760000,15905757,15905757,high,0.02,linear
C014,IT,USA,Scope 2,2039,27760000,15635430,15635430,high,0.02,linear
C014,IT,USA,Scope 2,2040,27760000,15365104,15365104,high,0.02,linear
C014,IT,USA,Scope 2,2041,27760000,15094778,15094778,high,0.02,linear
C014,IT,USA,Scope 2,2042,27760000,14824451,14824451,high,0.02,linear
C014,IT,USA,Scope 2,2043,27760000,14554125,14554125,high,0.02,linear
C014,IT,USA,Scope 2,2044,27760000,14283798,14283798,high,0.02,linear
C014,IT,USA,Scope 2,2045,27760000,14013472,14013472,high,0.02,linear
C014,IT,USA,Scope 2,2046,27760000,13743146,13743146,high,0.02,linear
C014,IT,USA,Scope 2,2047,27760000,13472819,13472819,high,0.02,linear
C014,IT,USA,Scope 2,2048,27760000,13202493,13202493,high,0.02,linear
C014,IT,USA,Scope 2,2049,27760000,12932166,12932166,high,0.02,linear
C014,IT,USA,Scope 2,2050,27760000,12661840,12661840,high,0.02,linear
C015,Industrials,Australia,Scope 1,2025,11560000,1310000,11560000,low,0.0,linear
C015,Industrials,Australia,Scope 1,2026,11433765,1310000,11433765,low,0.0,linear
C015,Industrials,Australia,Scope 1,2027,11307530,1310000,11307530,low,0.0,linear
C015,Industrials,Australia,Scope 1,2028,11181294,1310000,11181294,low,0.0,linear
C015,Industrials,Australia,Scope 1,2029,11055059,1310000,11055059,low,0.0,linear
C015,Industrials,Australia,Scope 1,2030,10928824,1310000,10928824,low,0.0,linear
C015,Industrials,Australia,Scope 1,2031,10802589,1310000,10802589,low,0.0,linear
C015,Industrials,Australia,Scope 1,2032,10676354,1310000,10676354,low,0.0,linear
C015,Industrials,Australia,Scope 1,2033,10550118,1310000,10550118,low,0.0,linear
C015,Industrials,Australia,Scope 1,2034,10423883,1310000,10423883,low,0.0,linear
C015,Industrials,Australia,Scope 1,2035,10297648,1310000,10297648,low,0.0,linear
C015,Industrials,Australia,Scope 1,2036,10171413,1310000,10171413,low,0.0,linear
C015,Industrials,Australia,Scope 1,2037,10045178,1310000,10045178,low,0.0,linear
C015,Industrials,Australia,Scope 1,2038,9918942,1310000,9918942,low,0.0,linear
C015,Industrials,Australia,Scope 1,2039,9792707,1310000,9792707,low,0.0,linear
C015,Industrials,Australia,Scope 1,2040,9666472,1310000,9666472,low,0.0,linear
C015,Industrials,Australia,Scope 1,2041,9540237,1310000,9540237,low,0.0,linear
C015,Industrials,Australia,Scope 1,2042,9414002,1310000,9414002,low,0.0,linear
C015,Industrials,Australia,Scope 1,2043,9287766,1310000,9287766,low,0.0,linear
C015,Industrials,Australia,Scope 1,2044,9161531,1310000,9161531,low,0.0,linear
C015,Industrials,Australia,Scope 1,2045,9035296,1310000,9035296,low,0.0,linear
C015,Industrials,Australia,Scope 1,2046,8909061,1310000,8909061,low,0.0,linear
C015,Industrials,Australia,Scope 1,2047,8782826,1310000,8782826,low,0.0,linear
C015,Industrials,Australia,Scope 1,2048,8656590,1310000,8656590,low,0.0,linear
C015,Industrials,Australia,Scope 1,2049,8530355,1310000,8530355,low,0.0,linear
C015,Industrials,Australia,Scope 1,2050,8404120,1310000,8404120,low,0.0,linear
C015,Industrials,Australia,Scope 1,2025,11560000,1310000,11560000,med,0.01,linear
C015,Industrials,Australia,Scope 1,2026,11433765,1310000,11433765,med,0.01,linear
C015,Industrials,Australia,Scope 1,2027,11307530,1310000,11307530,med,0.01,linear
C015,Industrials,Australia,Scope 1,2028,11181294,1310000,11181294,med,0.01,linear
C015,Industrials,Australia,Scope 1,2029,11055059,1310000,11055059,med,0.01,linear
C015,Industrials,Australia,Scope 1,2030,10928824,1310000,10928824,med,0.01,linear
C015,Industrials,Australia,Scope 1,2031,10802589,1310000,10802589,med,0.01,linear
C015,Industrials,Australia,Scope 1,2032,10676354,1310000,10676354,med,0.01,linear
C015,Industrials,Australia,Scope 1,2033,10550118,1310000,10550118,med,0.01,linear
C015,Industrials,Australia,Scope 1,2034,10423883,1310000,10423883,med,0.01,linear
C015,Industrials,Australia,Scope 1,2035,10297648,1310000,10297648,med,0.01,linear
C015,Industrials,Australia,Scope 1,2036,10171413,1310000,10171413,med,0.01,linear
C015,Industrials,Australia,Scope 1,2037,10045178,1310000,10045178,med,0.01,linear
C015,Industrials,Australia,Scope 1,2038,9918942,1310000,9918942,med,0.01,linear
C015,Industrials,Australia,Scope 1,2039,9792707,1310000,9792707,med,0.01,linear
C015,Industrials,Australia,Scope 1,2040,9666472,1310000,9666472,med,0.01,linear
C015,Industrials,Australia,Scope 1,2041,9540237,1310000,9540237,med,0.01,linear
C015,Industrials,Australia,Scope 1,2042,9414002,1310000,9414002,med,0.01,linear
C015,Industrials,Australia,Scope 1,2043,9287766,1310000,9287766,med,0.01,linear
C015,Industrials,Australia,Scope 1,2044,9161531,1310000,9161531,med,0.01,linear
C015,Industrials,Australia,Scope 1,2045,9035296,1310000,9035296,med,0.01,linear
C015,Industrials,Australia,Scope 1,2046,8909061,1310000,8909061,med,0.01,linear
C015,Industrials,Australia,Scope 1,2047,8782826,1310000,8782826,med,0.01,linear
C015,Industrials,Australia,Scope 1,2048,8656590,1310000,8656590,med,0.01,linear
C015,Industrials,Australia,Scope 1,2049,8530355,1310000,8530355,med,0.01,linear
C015,Industrials,Australia,Scope 1,2050,8404120,1310000,8404120,med,0.01,linear
C015,Industrials,Australia,Scope 1,2025,11560000,1310000,11560000,high,0.02,linear
C015,Industrials,Australia,Scope 1,2026,11433765,1310000,11433765,high,0.02,linear
C015,Industrials,Australia,Scope 1,2027,11307530,1310000,11307530,high,0.02,linear
C015,Industrials,Australia,Scope 1,2028,11181294,1310000,11181294,high,0.02,linear
C015,Industrials,Australia,Scope 1,2029,11055059,1310000,11055059,high,0.02,linear
C015,Industrials,Australia,Scope 1,2030,10928824,1310000,10928824,high,0.02,linear
C015,Industrials,Australia,Scope 1,2031,10802589,1310000,10802589,high,0.02,linear
C015,Industrials,Australia,Scope 1,2032,10676354,1310000,10676354,high,0.02,linear
C015,Industrials,Australia,Scope 1,2033,10550118,1310000,10550118,high,0.02,linear
C015,Industrials,Australia,Scope 1,2034,10423883,1310000,10423883,high,0.02,linear
C015,Industrials,Australia,Scope 1,2035,10297648,1310000,10297648,high,0.02,linear
C015,Industrials,Australia,Scope 1,2036,10171413,1310000,10171413,high,0.02,linear
C015,Industrials,Australia,Scope 1,2037,10045178,1310000,10045178,high,0.02,linear
C015,Industrials,Australia,Scope 1,2038,9918942,1310000,9918942,high,0.02,linear
C015,Industrials,Australia,Scope 1,2039,9792707,1310000,9792707,high,0.02,linear
C015,Industrials,Australia,Scope 1,2040,9666472,1310000,9666472,high,0.02,linear
C015,Industrials,Australia,Scope 1,2041,9540237,1310000,9540237,high,0.02,linear
C015,Industrials,Australia,Scope 1,2042,9414002,1310000,9414002,high,0.02,linear
C015,Industrials,Australia,Scope 1,2043,9287766,1310000,9287766,high,0.02,linear
C015,Industrials,Australia,Scope 1,2044,9161531,1310000,9161531,high,0.02,linear
C015,Industrials,Australia,Scope 1,2045,9035296,1310000,9035296,high,0.02,linear
C015,Industrials,Australia,Scope 1,2046,8909061,1310000,8909061,high,0.02,linear
C015,Industrials,Australia,Scope 1,2047,8782826,1310000,8782826,high,0.02,linear
C015,Industrials,Australia,Scope 1,2048,8656590,1310000,8656590,high,0.02,linear
C015,Industrials,Australia,Scope 1,2049,8530355,1310000,8530355,high,0.02,linear
C015,Industrials,Australia,Scope 1,2050,8404120,1310000,8404120,high,0.02,linear
C016,Financials,India,Scope 1,2025,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2026,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2027,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2028,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2029,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2030,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2031,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2032,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2033,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2034,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2035,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2036,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2037,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2038,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2039,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2040,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2041,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2042,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2043,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2044,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2045,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2046,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2047,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2048,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2049,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2050,5650000,1000000,5650000,low,0.0,linear
C016,Financials,India,Scope 1,2025,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2026,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2027,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2028,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2029,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2030,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2031,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2032,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2033,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2034,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2035,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2036,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2037,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2038,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2039,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2040,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2041,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2042,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2043,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2044,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2045,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2046,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2047,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2048,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2049,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2050,5650000,1000000,5650000,med,0.01,linear
C016,Financials,India,Scope 1,2025,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2026,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2027,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2028,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2029,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2030,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2031,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2032,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2033,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2034,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2035,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2036,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2037,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2038,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2039,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2040,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2041,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2042,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2043,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2044,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2045,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2046,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2047,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2048,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2049,5650000,1000000,5650000,high,0.02,linear
C016,Financials,India,Scope 1,2050,5650000,1000000,5650000,high,0.02,linear
C017,IT,Germany,Scope 1,2025,16900000,16780000,16900000,low,0.0,linear
C017,IT,Germany,Scope 1,2026,16532256,16780000,16532256,low,0.0,linear
C017,IT,Germany,Scope 1,2027,16164512,16780000,16164512,low,0.0,linear
C017,IT,Germany,Scope 1,2028,15796768,16780000,15796768,low,0.0,linear
C017,IT,Germany,Scope 1,2029,15429024,16780000,15429024,low,0.0,linear
C017,IT,Germany,Scope 1,2030,15061280,16780000,15061280,low,0.0,linear
C017,IT,Germany,Scope 1,2031,14693536,16780000,14693536,low,0.0,linear
C017,IT,Germany,Scope 1,2032,14325792,16780000,14325792,low,0.0,linear
C017,IT,Germany,Scope 1,2033,13958048,16780000,13958048,low,0.0,linear
C017,IT,Germany,Scope 1,2034,13590304,16780000,13590304,low,0.0,linear
C017,IT,Germany,Scope 1,2035,13222560,16780000,13222560,low,0.0,linear
C017,IT,Germany,Scope 1,2036,12854816,16780000,12854816,low,0.0,linear
C017,IT,Germany,Scope 1,2037,12487072,16780000,12487072,low,0.0,linear
C017,IT,Germany,Scope 1,2038,12119328,16780000,12119328,low,0.0,linear
C017,IT,Germany,Scope 1,2039,11751584,16780000,11751584,low,0.0,linear
C017,IT,Germany,Scope 1,2040,11383840,16780000,11383840,low,0.0,linear
C017,IT,Germany,Scope 1,2041,11016096,16780000,11016096,low,0.0,linear
C017,IT,Germany,Scope 1,2042,10648352,16780000,10648352,low,0.0,linear
C017,IT,Germany,Scope 1,2043,10280608,16780000,10280608,low,0.0,linear
C017,IT,Germany,Scope 1,2044,9912864,16780000,9912864,low,0.0,linear
C017,IT,Germany,Scope 1,2045,9545120,16780000,9545120,low,0.0,linear
C017,IT,Germany,Scope 1,2046,9177376,16780000,9177376,low,0.0,linear
C017,IT,Germany,Scope 1,2047,8809632,16780000,8809632,low,0.0,linear
C017,IT,Germany,Scope 1,2048,8441888,16780000,8441888,low,0.0,linear
C017,IT,Germany,Scope 1,2049,8074144,16780000,8074144,low,0.0,linear
C017,IT,Germany,Scope 1,2050,7706400,16780000,7706400,low,0.0,linear
C017,IT,Germany,Scope 1,2025,16900000,16780000,16900000,med,0.01,linear
C017,IT,Germany,Scope 1,2026,16532256,16780000,16532256,med,0.01,linear
C017,IT,Germany,Scope 1,2027,16164512,16780000,16164512,med,0.01,linear
C017,IT,Germany,Scope 1,2028,15796768,16780000,15796768,med,0.01,linear
C017,IT,Germany,Scope 1,2029,15429024,16780000,15429024,med,0.01,linear
C017,IT,Germany,Scope 1,2030,15061280,16780000,15061280,med,0.01,linear
C017,IT,Germany,Scope 1,2031,14693536,16780000,14693536,med,0.01,linear
C017,IT,Germany,Scope 1,2032,14325792,16780000,14325792,med,0.01,linear
C017,IT,Germany,Scope 1,2033,13958048,16780000,13958048,med,0.01,linear
C017,IT,Germany,Scope 1,2034,13590304,16780000,13590304,med,0.01,linear
C017,IT,Germany,Scope 1,2035,13222560,16780000,13222560,med,0.01,linear
C017,IT,Germany,Scope 1,2036,12854816,16780000,12854816,med,0.01,linear
C017,IT,Germany,Scope 1,2037,12487072,16780000,12487072,med,0.01,linear
C017,IT,Germany,Scope 1,2038,12119328,16780000,12119328,med,0.01,linear
C017,IT,Germany,Scope 1,2039,11751584,16780000,11751584,med,0.01,linear
C017,IT,Germany,Scope 1,2040,11383840,16780000,11383840,med,0.01,linear
C017,IT,Germany,Scope 1,2041,11016096,16780000,11016096,med,0.01,linear
C017,IT,Germany,Scope 1,2042,10648352,16780000,10648352,med,0.01,linear
C017,IT,Germany,Scope 1,2043,10280608,16780000,10280608,med,0.01,linear
C017,IT,Germany,Scope 1,2044,9912864,16780000,9912864,med,0.01,linear
C017,IT,Germany,Scope 1,2045,9545120,16780000,9545120,med,0.01,linear
C017,IT,Germany,Scope 1,2046,9177376,16780000,9177376,med,0.01,linear
C017,IT,Germany,Scope 1,2047,8809632,16780000,8809632,med,0.01,linear
C017,IT,Germany,Scope 1,2048,8441888,16780000,8441888,med,0.01,linear
C017,IT,Germany,Scope 1,2049,8074144,16780000,8074144,med,0.01,linear
C017,IT,Germany,Scope 1,2050,7706400,16780000,7706400,med,0.01,linear
C017,IT,Germany,Scope 1,2025,16900000,16780000,16900000,high,0.02,linear
C017,IT,Germany,Scope 1,2026,16532256,16780000,16532256,high,0.02,linear
C017,IT,Germany,Scope 1,2027,16164512,16780000,16164512,high,0.02,linear
