uid,year,technology,new_build,tonnes,plant_capacity,capex_usd,opex_usd_year,leftover_abatement,cost_per_tonne_abated,abatement_tech_sector,region,gics_sector
C014,2034,Carbon Capture and Storage,True,197640,215712,453420000.0,17048426.400000002,18072,2188.2292923898535,Energy,USA,IT
C014,2035,Carbon Capture and Storage,False,18072,215712,0.0,1558890.7200000002,0,86.26,Energy,USA,IT
C014,2035,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2035,Carbon Capture and Storage,True,212788,215712,453420000.0,18355092.880000003,2924,2188.2292923898535,Energy,USA,IT
C014,2036,Carbon Capture and Storage,False,2924,215712,0.0,252224.24000000002,0,86.26,Energy,USA,IT
C014,2036,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2036,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,USA,IT
C014,2036,Hydrogen Fuel,True,12224,38602,121710000.0,1840812.1600000001,26378,3303.535443241283,Materials,USA,IT
C014,2037,Hydrogen Fuel,False,26378,38602,0.0,3972263.02,0,150.59,Materials,USA,IT
C014,2037,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2037,Carbon Capture and Storage,True,204483,215712,453420000.0,17638703.580000002,11229,2188.2292923898535,Energy,USA,IT
C014,2038,Carbon Capture and Storage,False,11229,215712,0.0,968613.54,0,86.26,Energy,USA,IT
C014,2038,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2038,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,USA,IT
C014,2038,Hydrogen Fuel,True,3919,38602,121710000.0,590162.21,34683,3303.535443241283,Materials,USA,IT
C014,2039,Hydrogen Fuel,False,34683,38602,0.0,5222912.97,0,150.59,Materials,USA,IT
C014,2039,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2039,Carbon Capture and Storage,True,196178,215712,453420000.0,16922314.28,19534,2188.2292923898535,Energy,USA,IT
C014,2040,Carbon Capture and Storage,False,19534,215712,0.0,1685002.84,0,86.26,Energy,USA,IT
C014,2040,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2040,Carbon Capture and Storage,True,211326,215712,453420000.0,18228980.76,4386,2188.2292923898535,Energy,USA,IT
C014,2041,Carbon Capture and Storage,False,4386,215712,0.0,378336.36000000004,0,86.26,Energy,USA,IT
C014,2041,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2041,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,USA,IT
C014,2041,Hydrogen Fuel,True,10762,38602,121710000.0,1620649.58,27840,3303.535443241283,Materials,USA,IT
C014,2042,Hydrogen Fuel,False,27840,38602,0.0,4192425.6,0,150.59,Materials,USA,IT
C014,2042,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2042,Carbon Capture and Storage,True,203021,215712,453420000.0,17512591.46,12691,2188.2292923898535,Energy,USA,IT
C014,2043,Carbon Capture and Storage,False,12691,215712,0.0,1094725.6600000001,0,86.26,Energy,USA,IT
C014,2043,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2043,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,USA,IT
C014,2043,Hydrogen Fuel,True,2457,38602,121710000.0,369999.63,36145,3303.535443241283,Materials,USA,IT
C014,2044,Hydrogen Fuel,False,36145,38602,0.0,5443075.55,0,150.59,Materials,USA,IT
C014,2044,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2044,Carbon Capture and Storage,True,194716,215712,453420000.0,16796202.16,20996,2188.2292923898535,Energy,USA,IT
C014,2045,Carbon Capture and Storage,False,20996,215712,0.0,1811114.9600000002,0,86.26,Energy,USA,IT
C014,2045,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2045,Carbon Capture and Storage,True,209864,215712,453420000.0,18102868.64,5848,2188.2292923898535,Energy,USA,IT
C014,2046,Carbon Capture and Storage,False,5848,215712,0.0,504448.48000000004,0,86.26,Energy,USA,IT
C014,2046,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2046,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,USA,IT
C014,2046,Hydrogen Fuel,True,9300,38602,121710000.0,1400487.0,29302,3303.535443241283,Materials,USA,IT
C014,2047,Hydrogen Fuel,False,29302,38602,0.0,4412588.18,0,150.59,Materials,USA,IT
C014,2047,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2047,Carbon Capture and Storage,True,201559,215712,453420000.0,17386479.34,14153,2188.2292923898535,Energy,USA,IT
C014,2048,Carbon Capture and Storage,False,14153,215712,0.0,1220837.78,0,86.26,Energy,USA,IT
C014,2048,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2048,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,USA,IT
C014,2048,Hydrogen Fuel,True,995,38602,121710000.0,149837.05000000002,37607,3303.535443241283,Materials,USA,IT
C014,2049,Hydrogen Fuel,False,37607,38602,0.0,5663238.13,0,150.59,Materials,USA,IT
C014,2049,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2049,Carbon Capture and Storage,True,193254,215712,453420000.0,16670090.040000001,22458,2188.2292923898535,Energy,USA,IT
C014,2050,Carbon Capture and Storage,False,22458,215712,0.0,1937227.08,0,86.26,Energy,USA,IT
C014,2050,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,USA,IT
C014,2050,Carbon Capture and Storage,True,208402,215712,453420000.0,17976756.52,7310,2188.2292923898535,Energy,USA,IT
C015,2025,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2025,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2026,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2026,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2027,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2027,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2028,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2028,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2029,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2029,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2030,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2030,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2031,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2031,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2032,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2032,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2033,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2033,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2034,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2034,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2035,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2035,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2036,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2036,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2037,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2037,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2038,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2038,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2039,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2039,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2040,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2040,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2041,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2041,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2042,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2042,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2043,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2043,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2044,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2044,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2045,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2045,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2046,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2046,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2047,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2047,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2048,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2048,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2049,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2049,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C015,2050,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Australia,Industrials
C015,2050,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Australia,Industrials
C016,2025,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2025,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,India,Financials
C016,2025,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,India,Financials
C016,2025,Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,0,3380.1661364367,Utilities,India,Financials
C016,2025,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,India,Financials
C016,2025,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,India,Financials
C016,2025,Wind Power,True,90187,90187,631170000.0,3027577.59,0,7032.028757914111,Energy,India,Financials
C016,2025,Process Electrification,True,39737,39737,325880000.0,3112201.84,0,8279.241055942824,Materials,India,Financials
C016,2025,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,India,Financials
C016,2025,Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,0,13480.506744420974,Utilities,India,Financials
C016,2026,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2026,Carbon Capture and Storage,True,74664,215712,453420000.0,6440516.640000001,141048,2188.2292923898535,Energy,India,Financials
C016,2027,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,26918,86.26,Energy,India,Financials
C016,2028,Carbon Capture and Storage,False,26918,215712,0.0,2321946.68,0,86.26,Energy,India,Financials
C016,2028,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2028,Carbon Capture and Storage,True,47746,215712,453420000.0,4118569.9600000004,167966,2188.2292923898535,Energy,India,Financials
C016,2029,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,53836,86.26,Energy,India,Financials
C016,2030,Carbon Capture and Storage,False,53836,215712,0.0,4643893.36,0,86.26,Energy,India,Financials
C016,2030,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2030,Carbon Capture and Storage,True,20828,215712,453420000.0,1796623.28,194884,2188.2292923898535,Energy,India,Financials
C016,2031,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,80754,86.26,Energy,India,Financials
C016,2032,Carbon Capture and Storage,False,80754,215712,0.0,6965840.04,0,86.26,Energy,India,Financials
C016,2032,Energy Efficiency Upgrades,True,33376,39466,77400000.0,1569673.28,6090,2008.2117767192012,Industrials,India,Financials
C016,2033,Energy Efficiency Upgrades,False,6090,39466,0.0,286412.7,0,47.03,Industrials,India,Financials
C016,2033,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2033,Carbon Capture and Storage,True,68574,215712,453420000.0,5915193.24,147138,2188.2292923898535,Energy,India,Financials
C016,2034,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,33008,86.26,Energy,India,Financials
C016,2035,Carbon Capture and Storage,False,33008,215712,0.0,2847270.08,0,86.26,Energy,India,Financials
C016,2035,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2035,Carbon Capture and Storage,True,41656,215712,453420000.0,3593246.56,174056,2188.2292923898535,Energy,India,Financials
C016,2036,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,59926,86.26,Energy,India,Financials
C016,2037,Carbon Capture and Storage,False,59926,215712,0.0,5169216.760000001,0,86.26,Energy,India,Financials
C016,2037,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2037,Carbon Capture and Storage,True,14738,215712,453420000.0,1271299.8800000001,200974,2188.2292923898535,Energy,India,Financials
C016,2038,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,86844,86.26,Energy,India,Financials
C016,2039,Carbon Capture and Storage,False,86844,215712,0.0,7491163.44,0,86.26,Energy,India,Financials
C016,2039,Energy Efficiency Upgrades,True,27286,39466,77400000.0,1283260.58,12180,2008.2117767192012,Industrials,India,Financials
C016,2040,Energy Efficiency Upgrades,False,12180,39466,0.0,572825.4,0,47.03,Industrials,India,Financials
C016,2040,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2040,Carbon Capture and Storage,True,62484,215712,453420000.0,5389869.840000001,153228,2188.2292923898535,Energy,India,Financials
C016,2041,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,39098,86.26,Energy,India,Financials
C016,2042,Carbon Capture and Storage,False,39098,215712,0.0,3372593.48,0,86.26,Energy,India,Financials
C016,2042,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2042,Carbon Capture and Storage,True,35566,215712,453420000.0,3067923.16,180146,2188.2292923898535,Energy,India,Financials
C016,2043,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,66016,86.26,Energy,India,Financials
C016,2044,Carbon Capture and Storage,False,66016,215712,0.0,5694540.16,0,86.26,Energy,India,Financials
C016,2044,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2044,Carbon Capture and Storage,True,8648,215712,453420000.0,745976.4800000001,207064,2188.2292923898535,Energy,India,Financials
C016,2045,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,92934,86.26,Energy,India,Financials
C016,2046,Carbon Capture and Storage,False,92934,215712,0.0,8016486.840000001,0,86.26,Energy,India,Financials
C016,2046,Energy Efficiency Upgrades,True,21196,39466,77400000.0,996847.88,18270,2008.2117767192012,Industrials,India,Financials
C016,2047,Energy Efficiency Upgrades,False,18270,39466,0.0,859238.1,0,47.03,Industrials,India,Financials
C016,2047,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2047,Carbon Capture and Storage,True,56394,215712,453420000.0,4864546.44,159318,2188.2292923898535,Energy,India,Financials
C016,2048,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,45188,86.26,Energy,India,Financials
C016,2049,Carbon Capture and Storage,False,45188,215712,0.0,3897916.8800000004,0,86.26,Energy,India,Financials
C016,2049,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,India,Financials
C016,2049,Carbon Capture and Storage,True,29476,215712,453420000.0,2542599.7600000002,186236,2188.2292923898535,Energy,India,Financials
C016,2050,Carbon Capture and Storage,False,114130,215712,0.0,9844853.8,72106,86.26,Energy,India,Financials
C017,2025,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2025,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2025,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2025,Grid-scale Battery Storage,True,77765,77765,255810000.0,7048619.6,0,3380.1661364367,Utilities,Germany,IT
C017,2025,Heat Pumps,True,10804,10804,63060000.0,379544.52,0,5871.857138097002,Consumer Discretionary,Germany,IT
C017,2025,Electrification of Equipment,True,13564,13564,93520000.0,889662.76,0,6960.311321144205,Industrials,Germany,IT
C017,2025,Wind Power,True,90187,90187,631170000.0,3027577.59,0,7032.028757914111,Energy,Germany,IT
C017,2025,Process Electrification,True,39737,39737,325880000.0,3112201.84,0,8279.241055942824,Materials,Germany,IT
C017,2025,EV Fleet Transition,True,11220,11220,130039999.99999999,1307915.4,0,11706.58782531194,Consumer Discretionary,Germany,IT
C017,2025,Smart Grid Tech,True,10889,10889,146120000.0,669237.9400000001,0,13480.506744420974,Utilities,Germany,IT
C017,2026,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2026,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2026,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2026,Grid-scale Battery Storage,True,73964,77765,255810000.0,6704096.96,3801,3380.1661364367,Utilities,Germany,IT
C017,2027,Grid-scale Battery Storage,False,3801,77765,0.0,344522.64,0,90.64,Utilities,Germany,IT
C017,2027,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2027,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2027,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2027,Grid-scale Battery Storage,True,70163,77765,255810000.0,6359574.32,7602,3380.1661364367,Utilities,Germany,IT
C017,2028,Grid-scale Battery Storage,False,7602,77765,0.0,689045.28,0,90.64,Utilities,Germany,IT
C017,2028,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2028,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2028,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2028,Grid-scale Battery Storage,True,66362,77765,255810000.0,6015051.68,11403,3380.1661364367,Utilities,Germany,IT
C017,2029,Grid-scale Battery Storage,False,11403,77765,0.0,1033567.92,0,90.64,Utilities,Germany,IT
C017,2029,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2029,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2029,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2029,Grid-scale Battery Storage,True,62561,77765,255810000.0,5670529.04,15204,3380.1661364367,Utilities,Germany,IT
C017,2030,Grid-scale Battery Storage,False,15204,77765,0.0,1378090.56,0,90.64,Utilities,Germany,IT
C017,2030,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2030,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2030,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2030,Grid-scale Battery Storage,True,58760,77765,255810000.0,5326006.4,19005,3380.1661364367,Utilities,Germany,IT
C017,2031,Grid-scale Battery Storage,False,19005,77765,0.0,1722613.2,0,90.64,Utilities,Germany,IT
C017,2031,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2031,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2031,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2031,Grid-scale Battery Storage,True,54959,77765,255810000.0,4981483.76,22806,3380.1661364367,Utilities,Germany,IT
C017,2032,Grid-scale Battery Storage,False,22806,77765,0.0,2067135.84,0,90.64,Utilities,Germany,IT
C017,2032,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2032,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2032,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2032,Grid-scale Battery Storage,True,51158,77765,255810000.0,4636961.12,26607,3380.1661364367,Utilities,Germany,IT
C017,2033,Grid-scale Battery Storage,False,26607,77765,0.0,2411658.48,0,90.64,Utilities,Germany,IT
C017,2033,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2033,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2033,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2033,Grid-scale Battery Storage,True,47357,77765,255810000.0,4292438.48,30408,3380.1661364367,Utilities,Germany,IT
C017,2034,Grid-scale Battery Storage,False,30408,77765,0.0,2756181.12,0,90.64,Utilities,Germany,IT
C017,2034,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2034,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2034,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2034,Grid-scale Battery Storage,True,43556,77765,255810000.0,3947915.84,34209,3380.1661364367,Utilities,Germany,IT
C017,2035,Grid-scale Battery Storage,False,34209,77765,0.0,3100703.7600000002,0,90.64,Utilities,Germany,IT
C017,2035,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2035,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2035,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2035,Grid-scale Battery Storage,True,39755,77765,255810000.0,3603393.2,38010,3380.1661364367,Utilities,Germany,IT
C017,2036,Grid-scale Battery Storage,False,38010,77765,0.0,3445226.4,0,90.64,Utilities,Germany,IT
C017,2036,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2036,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2036,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
C017,2036,Grid-scale Battery Storage,True,35954,77765,255810000.0,3258870.56,41811,3380.1661364367,Utilities,Germany,IT
C017,2037,Grid-scale Battery Storage,False,41811,77765,0.0,3789749.04,0,90.64,Utilities,Germany,IT
C017,2037,Energy Efficiency Upgrades,True,39466,39466,77400000.0,1856085.98,0,2008.2117767192012,Industrials,Germany,IT
C017,2037,Carbon Capture and Storage,True,215712,215712,453420000.0,18607317.12,0,2188.2292923898535,Energy,Germany,IT
C017,2037,Hydrogen Fuel,True,38602,38602,121710000.0,5813075.18,0,3303.535443241283,Materials,Germany,IT
